.Filename	.Question.Url	.Question.Data.Question.questionFrontendId	.Question.Data.Question.Difficulty	.Question.TotalAccepted	.Question.AcRate	.Submissions["claude-3-7-sonnet-20250219"].CheckResponse.status_msg	.Submissions["claude-3-7-sonnet-20250219@{\"max_tokens\":16384,\"thinking\":{\"budget_tokens\":8192,\"type\":\"enabled\"}}"].CheckResponse.status_msg	.Submissions["deepseek-chat"].CheckResponse.status_msg	.Submissions["deepseek-reasoner"].CheckResponse.status_msg	.Submissions["gemini-2.0-flash-001"].CheckResponse.status_msg	.Submissions["gemini-2.0-pro-exp-02-05"].CheckResponse.status_msg	.Submissions["gemini-2.5-pro-exp-03-25"].CheckResponse.status_msg	.Submissions["grok-2-1212"].CheckResponse.status_msg	.Submissions["o1-2024-12-17"].CheckResponse.status_msg	.Submissions["o3-mini-2025-01-31"].CheckResponse.status_msg
combination-sum-iii.json	https://leetcode.com/problems/combination-sum-iii/	216	Medium	490213	69.4	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
combinations.json	https://leetcode.com/problems/combinations/	77	Medium	867433	70.1	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
contains-duplicate-ii.json	https://leetcode.com/problems/contains-duplicate-ii/	219	Easy	881078	44.7	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
counting-bits.json	https://leetcode.com/problems/counting-bits/	338	Easy	1.057928e+06	78.1	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
course-schedule.json	https://leetcode.com/problems/course-schedule/	207	Medium	1.489565e+06	46.6	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
course-schedule-ii.json	https://leetcode.com/problems/course-schedule-ii/	210	Medium	984515	50.1	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
daily-temperatures.json	https://leetcode.com/problems/daily-temperatures/	739	Medium	917812	65.9	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
decode-string.json	https://leetcode.com/problems/decode-string/	394	Medium	771193	59.0	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
determine-if-two-strings-are-close.json	https://leetcode.com/problems/determine-if-two-strings-are-close/	1657	Medium	301655	55.3	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
dota2-senate.json	https://leetcode.com/problems/dota2-senate/	649	Medium	131618	47.6	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
edit-distance.json	https://leetcode.com/problems/edit-distance/	72	Medium	815291	56.1	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
evaluate-division.json	https://leetcode.com/problems/evaluate-division/	399	Medium	447734	61.5	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
factorial-trailing-zeroes.json	https://leetcode.com/problems/factorial-trailing-zeroes/	172	Medium	433746	43.2	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
find-all-anagrams-in-a-string.json	https://leetcode.com/problems/find-all-anagrams-in-a-string/	438	Medium	851201	50.8	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
find-first-and-last-position-of-element-in-sorted-array.json	https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array/	34	Medium	1.951798e+06	44.0	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
find-k-pairs-with-smallest-sums.json	https://leetcode.com/problems/find-k-pairs-with-smallest-sums/	373	Medium	283728	40.0	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
find-minimum-in-rotated-sorted-array.json	https://leetcode.com/problems/find-minimum-in-rotated-sorted-array/	153	Medium	1.692944e+06	50.1	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
find-peak-element.json	https://leetcode.com/problems/find-peak-element/	162	Medium	1.292876e+06	45.9	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
find-the-difference-of-two-arrays.json	https://leetcode.com/problems/find-the-difference-of-two-arrays/	2215	Easy	286209	78.6	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
find-the-duplicate-number.json	https://leetcode.com/problems/find-the-duplicate-number/	287	Medium	1.545477e+06	59.4	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
find-the-highest-altitude.json	https://leetcode.com/problems/find-the-highest-altitude/	1732	Easy	340901	82.9	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
find-the-index-of-the-first-occurrence-in-a-string.json	https://leetcode.com/problems/find-the-index-of-the-first-occurrence-in-a-string/	28	Easy	2.318685e+06	41.9	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
first-missing-positive.json	https://leetcode.com/problems/first-missing-positive/	41	Hard	1.042969e+06	37.8	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
gas-station.json	https://leetcode.com/problems/gas-station/	134	Medium	759077	45.5	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
generate-parentheses.json	https://leetcode.com/problems/generate-parentheses/	22	Medium	1.739278e+06	74.3	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
greatest-common-divisor-of-strings.json	https://leetcode.com/problems/greatest-common-divisor-of-strings/	1071	Easy	388607	51.5	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
group-anagrams.json	https://leetcode.com/problems/group-anagrams/	49	Medium	2.713813e+06	68.3	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
guess-number-higher-or-lower.json	https://leetcode.com/problems/guess-number-higher-or-lower/	374	Easy	617117	53.2	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
happy-number.json	https://leetcode.com/problems/happy-number/	202	Easy	1.396619e+06	55.9	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
house-robber.json	https://leetcode.com/problems/house-robber/	198	Medium	2.104841e+06	50.9	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
increasing-triplet-subsequence.json	https://leetcode.com/problems/increasing-triplet-subsequence/	334	Medium	530893	40.1	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
insert-interval.json	https://leetcode.com/problems/insert-interval/	57	Medium	958352	40.0	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
integer-to-roman.json	https://leetcode.com/problems/integer-to-roman/	12	Medium	1.244223e+06	64.4	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
intersection-of-two-arrays.json	https://leetcode.com/problems/intersection-of-two-arrays/	349	Easy	1.152071e+06	74.1	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
ipo.json	https://leetcode.com/problems/ipo/	502	Hard	117834	49.5	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
is-subsequence.json	https://leetcode.com/problems/is-subsequence/	392	Easy	1.319929e+06	47.9	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
isomorphic-strings.json	https://leetcode.com/problems/isomorphic-strings/	205	Easy	1.132313e+06	43.7	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
jump-game.json	https://leetcode.com/problems/jump-game/	55	Medium	1.789583e+06	38.5	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
jump-game-ii.json	https://leetcode.com/problems/jump-game-ii/	45	Medium	1.165305e+06	40.4	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
keys-and-rooms.json	https://leetcode.com/problems/keys-and-rooms/	841	Medium	411806	72.7	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
kids-with-the-greatest-number-of-candies.json	https://leetcode.com/problems/kids-with-the-greatest-number-of-candies/	1431	Easy	796849	87.3	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
koko-eating-bananas.json	https://leetcode.com/problems/koko-eating-bananas/	875	Medium	584462	49.0	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
kth-largest-element-in-an-array.json	https://leetcode.com/problems/kth-largest-element-in-an-array/	215	Medium	2.199523e+06	66.8	Time Limit Exceeded	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Time Limit Exceeded	
length-of-last-word.json	https://leetcode.com/problems/length-of-last-word/	58	Easy	1.672838e+06	49.1	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
longest-common-prefix.json	https://leetcode.com/problems/longest-common-prefix/	14	Easy	3.145265e+06	42.5	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
longest-common-subsequence.json	https://leetcode.com/problems/longest-common-subsequence/	1143	Medium	1.01463e+06	57.8	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
longest-consecutive-sequence.json	https://leetcode.com/problems/longest-consecutive-sequence/	128	Medium	1.634798e+06	47.3	Accepted	<nil>	Accepted	<nil>	Time Limit Exceeded	Accepted	<nil>	Accepted	<nil>	Accepted	
longest-increasing-subsequence.json	https://leetcode.com/problems/longest-increasing-subsequence/	300	Medium	1.606607e+06	55.1	Accepted	<nil>	Accepted	<nil>	<nil>	<nil>	<nil>	Accepted	<nil>	Accepted	
longest-palindromic-substring.json	https://leetcode.com/problems/longest-palindromic-substring/	5	Medium	2.943814e+06	33.7	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
longest-subarray-of-1s-after-deleting-one-element.json	https://leetcode.com/problems/longest-subarray-of-1s-after-deleting-one-element/	1493	Medium	238962	67.1	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
longest-substring-without-repeating-characters.json	https://leetcode.com/problems/longest-substring-without-repeating-characters/	3	Medium	5.522631e+06	34.6	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
longest-valid-parentheses.json	https://leetcode.com/problems/longest-valid-parentheses/	32	Hard	713437	33.9	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
majority-element.json	https://leetcode.com/problems/majority-element/	169	Easy	2.645003e+06	64.7	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
max-consecutive-ones-iii.json	https://leetcode.com/problems/max-consecutive-ones-iii/	1004	Medium	475491	62.7	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
max-number-of-k-sum-pairs.json	https://leetcode.com/problems/max-number-of-k-sum-pairs/	1679	Medium	249031	55.0	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
maximum-average-subarray-i.json	https://leetcode.com/problems/maximum-average-subarray-i/	643	Easy	408059	43.1	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
maximum-number-of-vowels-in-a-substring-of-given-length.json	https://leetcode.com/problems/maximum-number-of-vowels-in-a-substring-of-given-length/	1456	Medium	275385	58.3	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
maximum-product-subarray.json	https://leetcode.com/problems/maximum-product-subarray/	152	Medium	1.216261e+06	35.0	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
maximum-subarray.json	https://leetcode.com/problems/maximum-subarray/	53	Medium	3.733292e+06	50.6	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
maximum-subsequence-score.json	https://leetcode.com/problems/maximum-subsequence-score/	2542	Medium	77218	53.8	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
maximum-sum-circular-subarray.json	https://leetcode.com/problems/maximum-sum-circular-subarray/	918	Medium	248683	44.5	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
median-of-two-sorted-arrays.json	https://leetcode.com/problems/median-of-two-sorted-arrays/	4	Hard	2.454967e+06	39.5	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
merge-intervals.json	https://leetcode.com/problems/merge-intervals/	56	Medium	2.275378e+06	47.1	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
merge-k-sorted-lists.json	https://leetcode.com/problems/merge-k-sorted-lists/	23	Hard	1.917518e+06	52.3	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
merge-sorted-array.json	https://leetcode.com/problems/merge-sorted-array/	88	Easy	2.9141e+06	49.2	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
merge-strings-alternately.json	https://leetcode.com/problems/merge-strings-alternately/	1768	Easy	689793	79.5	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
min-cost-climbing-stairs.json	https://leetcode.com/problems/min-cost-climbing-stairs/	746	Easy	1.117802e+06	65.5	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
minimum-common-value.json	https://leetcode.com/problems/minimum-common-value/	2540	Easy	188244	59.5	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
minimum-genetic-mutation.json	https://leetcode.com/problems/minimum-genetic-mutation/	433	Medium	154248	53.5	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
minimum-number-of-arrows-to-burst-balloons.json	https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons/	452	Medium	382068	56.2	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
minimum-size-subarray-sum.json	https://leetcode.com/problems/minimum-size-subarray-sum/	209	Medium	980924	46.9	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
minimum-window-substring.json	https://leetcode.com/problems/minimum-window-substring/	76	Hard	1.295289e+06	42.8	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
move-zeroes.json	https://leetcode.com/problems/move-zeroes/	283	Easy	2.822483e+06	61.6	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
n-th-tribonacci-number.json	https://leetcode.com/problems/n-th-tribonacci-number/	1137	Easy	613850	63.4	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
non-overlapping-intervals.json	https://leetcode.com/problems/non-overlapping-intervals/	435	Medium	534051	53.0	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
number-of-islands.json	https://leetcode.com/problems/number-of-islands/	200	Medium	2.52727e+06	58.6	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
palindrome-number.json	https://leetcode.com/problems/palindrome-number/	9	Easy	4.333864e+06	55.8	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
palindrome-partitioning.json	https://leetcode.com/problems/palindrome-partitioning/	131	Medium	771095	67.2	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
partition-equal-subset-sum.json	https://leetcode.com/problems/partition-equal-subset-sum/	416	Medium	787216	46.2	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
partition-labels.json	https://leetcode.com/problems/partition-labels/	763	Medium	520701	79.8	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
perfect-squares.json	https://leetcode.com/problems/perfect-squares/	279	Medium	833862	54.7	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
permutations.json	https://leetcode.com/problems/permutations/	46	Medium	1.985163e+06	78.1	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
plus-one.json	https://leetcode.com/problems/plus-one/	66	Easy	2.130502e+06	45.0	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
product-of-array-except-self.json	https://leetcode.com/problems/product-of-array-except-self/	238	Medium	2.308524e+06	65.3	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
ransom-note.json	https://leetcode.com/problems/ransom-note/	383	Easy	1.070405e+06	60.9	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
removing-stars-from-a-string.json	https://leetcode.com/problems/removing-stars-from-a-string/	2390	Medium	257800	74.6	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
reverse-vowels-of-a-string.json	https://leetcode.com/problems/reverse-vowels-of-a-string/	345	Easy	779036	52.7	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
reverse-words-in-a-string.json	https://leetcode.com/problems/reverse-words-in-a-string/	151	Medium	1.391415e+06	41.0	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
roman-to-integer.json	https://leetcode.com/problems/roman-to-integer/	13	Easy	3.451515e+06	60.8	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
rotate-array.json	https://leetcode.com/problems/rotate-array/	189	Medium	2.018128e+06	40.4	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
search-in-rotated-sorted-array.json	https://leetcode.com/problems/search-in-rotated-sorted-array/	33	Medium	2.612296e+06	40.5	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
search-insert-position.json	https://leetcode.com/problems/search-insert-position/	35	Easy	2.734934e+06	45.5	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
search-suggestions-system.json	https://leetcode.com/problems/search-suggestions-system/	1268	Medium	289495	65.3	Accepted	<nil>	Wrong Answer	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
simplify-path.json	https://leetcode.com/problems/simplify-path/	71	Medium	710787	42.0	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
single-number.json	https://leetcode.com/problems/single-number/	136	Easy	2.654876e+06	72.5	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
single-number-ii.json	https://leetcode.com/problems/single-number-ii/	137	Medium	559835	62.3	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
sliding-window-maximum.json	https://leetcode.com/problems/sliding-window-maximum/	239	Hard	988289	46.5	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
sqrtx.json	https://leetcode.com/problems/sqrtx/	69	Easy	1.859771e+06	38.5	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
string-compression.json	https://leetcode.com/problems/string-compression/	443	Medium	535714	54.1	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
subarray-sum-equals-k.json	https://leetcode.com/problems/subarray-sum-equals-k/	560	Medium	1.175207e+06	43.4	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
subsets.json	https://leetcode.com/problems/subsets/	78	Medium	1.76454e+06	77.2	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
substring-with-concatenation-of-all-words.json	https://leetcode.com/problems/substring-with-concatenation-of-all-words/	30	Hard	426699	32.3	Accepted	<nil>	Time Limit Exceeded	<nil>	Time Limit Exceeded	Time Limit Exceeded	<nil>	Time Limit Exceeded	<nil>	Accepted	
successful-pairs-of-spells-and-potions.json	https://leetcode.com/problems/successful-pairs-of-spells-and-potions/	2300	Medium	134351	42.4	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
summary-ranges.json	https://leetcode.com/problems/summary-ranges/	228	Easy	528243	50.4	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
text-justification.json	https://leetcode.com/problems/text-justification/	68	Hard	396086	42.8	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
top-k-frequent-elements.json	https://leetcode.com/problems/top-k-frequent-elements/	347	Medium	1.990055e+06	62.7	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
total-cost-to-hire-k-workers.json	https://leetcode.com/problems/total-cost-to-hire-k-workers/	2462	Medium	86989	43.4	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
triangle.json	https://leetcode.com/problems/triangle/	120	Medium	721751	56.3	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
two-sum.json	https://leetcode.com/problems/two-sum/	1	Easy	1.2515331e+07	52.0	Accepted	<nil>	Runtime Error	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
two-sum-ii-input-array-is-sorted.json	https://leetcode.com/problems/two-sum-ii-input-array-is-sorted/	167	Medium	1.906094e+06	61.0	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
unique-number-of-occurrences.json	https://leetcode.com/problems/unique-number-of-occurrences/	1207	Easy	571666	77.0	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
valid-anagram.json	https://leetcode.com/problems/valid-anagram/	242	Easy	3.27215e+06	64.3	Accepted	<nil>	Accepted	<nil>	<nil>	Accepted	<nil>	Accepted	<nil>	Accepted	
valid-palindrome.json	https://leetcode.com/problems/valid-palindrome/	125	Easy	2.776066e+06	47.0	Accepted	<nil>	Accepted	<nil>	Accepted	Accepted	<nil>	Accepted	<nil>	Accepted	
