Id	Title	Url	Path	IsPaidOnly	Difficulty	Likes	Dislikes	ContentFeatures	SnippetFeatures	Model	SolvedAt	StatusMsg	SubmittedAt	
1089	Duplicate Zeros	https://leetcode.com/problems/duplicate-zeros/	problems/1089-duplicate-zeros.json	false	Easy	2543	724			gpt-4-0125-preview	2024-02-14 22:40:16	Accepted		
905	Sort Array By Parity	https://leetcode.com/problems/sort-array-by-parity/	problems/905-sort-array-by-parity.json	false	Easy	5271	146			gpt-4-0125-preview	2024-02-14 22:40:30	Accepted		
1668	Maximum Repeating Substring	https://leetcode.com/problems/maximum-repeating-substring/	problems/1668-maximum-repeating-substring.json	false	Easy	647	245			gpt-4-0125-preview	2024-02-14 22:40:35	Accepted		
231	Power of Two	https://leetcode.com/problems/power-of-two/	problems/231-power-of-two.json	false	Easy	6220	397			gpt-4-0125-preview	2024-02-14 22:40:39	Accepted		
2351	First Letter to Appear Twice	https://leetcode.com/problems/first-letter-to-appear-twice/	problems/2351-first-letter-to-appear-twice.json	false	Easy	966	55			gpt-4-0125-preview	2024-02-14 22:40:44	Accepted		
2544	Alternating Digit Sum	https://leetcode.com/problems/alternating-digit-sum/	problems/2544-alternating-digit-sum.json	false	Easy	369	20			gpt-4-0125-preview	2024-02-14 22:41:02	Accepted		
844	Backspace String Compare	https://leetcode.com/problems/backspace-string-compare/	problems/844-backspace-string-compare.json	false	Easy	7388	344			gpt-4-0125-preview	2024-02-14 22:41:27	Accepted		
1909	Remove One Element to Make the Array Strictly Increasing	https://leetcode.com/problems/remove-one-element-to-make-the-array-strictly-increasing/	problems/1909-remove-one-element-to-make-the-array-strictly-increasing.json	false	Easy	1193	320			gpt-4-0125-preview	2024-02-14 22:41:39	Accepted		
434	Number of Segments in a String	https://leetcode.com/problems/number-of-segments-in-a-string/	problems/434-number-of-segments-in-a-string.json	false	Easy	759	1249			gpt-4-0125-preview	2024-02-14 22:41:54	Accepted		
1957	Delete Characters to Make Fancy String	https://leetcode.com/problems/delete-characters-to-make-fancy-string/	problems/1957-delete-characters-to-make-fancy-string.json	false	Easy	424	23			gpt-4-0125-preview	2024-02-14 22:42:11	Accepted		
765	Couples Holding Hands	https://leetcode.com/problems/couples-holding-hands/	problems/765-couples-holding-hands.json	false	Hard	2274	116			gpt-4-0125-preview	2024-02-14 22:42:32	Accepted		
982	Triples with Bitwise AND Equal To Zero	https://leetcode.com/problems/triples-with-bitwise-and-equal-to-zero/	problems/982-triples-with-bitwise-and-equal-to-zero.json	false	Hard	422	216			gpt-4-0125-preview	2024-02-14 22:42:53	Time Limit Exceeded		
857	Minimum Cost to Hire K Workers	https://leetcode.com/problems/minimum-cost-to-hire-k-workers/	problems/857-minimum-cost-to-hire-k-workers.json	false	Hard	2174	281			gpt-4-0125-preview	2024-02-14 22:43:24	Accepted		
546	Remove Boxes	https://leetcode.com/problems/remove-boxes/	problems/546-remove-boxes.json	false	Hard	2209	122			gpt-4-0125-preview	2024-02-14 22:43:54	Time Limit Exceeded		
1439	Find the Kth Smallest Sum of a Matrix With Sorted Rows	https://leetcode.com/problems/find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows/	problems/1439-find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows.json	false	Hard	1198	15			gpt-4-0125-preview	2024-02-14 22:44:19	Accepted		
936	Stamping The Sequence	https://leetcode.com/problems/stamping-the-sequence/	problems/936-stamping-the-sequence.json	false	Hard	1535	219			gpt-4-0125-preview	2024-02-14 22:44:44	Accepted		
887	Super Egg Drop	https://leetcode.com/problems/super-egg-drop/	problems/887-super-egg-drop.json	false	Hard	3551	181			gpt-4-0125-preview	2024-02-14 22:44:59	Accepted		
315	Count of Smaller Numbers After Self	https://leetcode.com/problems/count-of-smaller-numbers-after-self/	problems/315-count-of-smaller-numbers-after-self.json	false	Hard	8671	236			gpt-4-0125-preview	2024-02-14 22:45:15	Accepted		
1776	Car Fleet II	https://leetcode.com/problems/car-fleet-ii/	problems/1776-car-fleet-ii.json	false	Hard	854	30			gpt-4-0125-preview	2024-02-14 22:45:46	Accepted		
805	Split Array With Same Average	https://leetcode.com/problems/split-array-with-same-average/	problems/805-split-array-with-same-average.json	false	Hard	1239	133			gpt-4-0125-preview	2024-02-14 22:46:08	Accepted		
2183	Count Array Pairs Divisible by K	https://leetcode.com/problems/count-array-pairs-divisible-by-k/	problems/2183-count-array-pairs-divisible-by-k.json	false	Hard	808	34			gpt-4-0125-preview	2024-02-14 22:46:18	Accepted		
2318	Number of Distinct Roll Sequences	https://leetcode.com/problems/number-of-distinct-roll-sequences/	problems/2318-number-of-distinct-roll-sequences.json	false	Hard	425	18			gpt-4-0125-preview	2024-02-14 22:46:46	Wrong Answer		
1883	Minimum Skips to Arrive at Meeting On Time	https://leetcode.com/problems/minimum-skips-to-arrive-at-meeting-on-time/	problems/1883-minimum-skips-to-arrive-at-meeting-on-time.json	false	Hard	326	49			gpt-4-0125-preview	2024-02-14 22:47:06	Accepted		
928	Minimize Malware Spread II	https://leetcode.com/problems/minimize-malware-spread-ii/	problems/928-minimize-malware-spread-ii.json	false	Hard	643	88			gpt-4-0125-preview	2024-02-14 22:47:24	Wrong Answer		
1036	Escape a Large Maze	https://leetcode.com/problems/escape-a-large-maze/	problems/1036-escape-a-large-maze.json	false	Hard	656	167			gpt-4-0125-preview	2024-02-14 22:48:06	Accepted		
123	Best Time to Buy and Sell Stock III	https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii/	problems/123-best-time-to-buy-and-sell-stock-iii.json	false	Hard	9387	176			gpt-4-0125-preview	2024-02-14 22:48:17	Accepted		
679	24 Game	https://leetcode.com/problems/24-game/	problems/679-24-game.json	false	Hard	1446	246			gpt-4-0125-preview	2024-02-14 22:48:41	Wrong Answer		
1359	Count All Valid Pickup and Delivery Options	https://leetcode.com/problems/count-all-valid-pickup-and-delivery-options/	problems/1359-count-all-valid-pickup-and-delivery-options.json	false	Hard	2982	220			gpt-4-0125-preview	2024-02-14 22:48:55	Accepted		
65	Valid Number	https://leetcode.com/problems/valid-number/	problems/65-valid-number.json	false	Hard	1173	1901			gpt-4-0125-preview	2024-02-14 22:49:07	Accepted		
2430	Maximum Deletions on a String	https://leetcode.com/problems/maximum-deletions-on-a-string/	problems/2430-maximum-deletions-on-a-string.json	false	Hard	462	51			gpt-4-0125-preview	2024-02-14 22:49:18	Accepted		
1467	Probability of a Two Boxes Having The Same Number of Distinct Balls	https://leetcode.com/problems/probability-of-a-two-boxes-having-the-same-number-of-distinct-balls/	problems/1467-probability-of-a-two-boxes-having-the-same-number-of-distinct-balls.json	false	Hard	280	168			gpt-4-0125-preview	2024-02-14 22:49:55	Wrong Answer		
629	K Inverse Pairs Array	https://leetcode.com/problems/k-inverse-pairs-array/	problems/629-k-inverse-pairs-array.json	false	Hard	2613	313			gpt-4-0125-preview	2024-02-14 22:50:15	Accepted		
964	Least Operators to Express Number	https://leetcode.com/problems/least-operators-to-express-number/	problems/964-least-operators-to-express-number.json	false	Hard	312	69			gpt-4-0125-preview	2024-02-14 22:51:00	Wrong Answer		
1178	Number of Valid Words for Each Puzzle	https://leetcode.com/problems/number-of-valid-words-for-each-puzzle/	problems/1178-number-of-valid-words-for-each-puzzle.json	false	Hard	1246	82			gpt-4-0125-preview	2024-02-14 22:51:09	Accepted		
1964	Find the Longest Valid Obstacle Course at Each Position	https://leetcode.com/problems/find-the-longest-valid-obstacle-course-at-each-position/	problems/1964-find-the-longest-valid-obstacle-course-at-each-position.json	false	Hard	1742	71			gpt-4-0125-preview	2024-02-14 22:51:39	Accepted		
2551	Put Marbles in Bags	https://leetcode.com/problems/put-marbles-in-bags/	problems/2551-put-marbles-in-bags.json	false	Hard	1987	82			gpt-4-0125-preview	2024-02-14 22:52:08	Wrong Answer		
1982	Find Array Given Subset Sums	https://leetcode.com/problems/find-array-given-subset-sums/	problems/1982-find-array-given-subset-sums.json	false	Hard	557	36			gpt-4-0125-preview	2024-02-14 22:52:46	Wrong Answer		
2301	Match Substring After Replacement	https://leetcode.com/problems/match-substring-after-replacement/	problems/2301-match-substring-after-replacement.json	false	Hard	367	75			gpt-4-0125-preview	2024-02-14 22:53:08	Accepted		
1977	Number of Ways to Separate Numbers	https://leetcode.com/problems/number-of-ways-to-separate-numbers/	problems/1977-number-of-ways-to-separate-numbers.json	false	Hard	502	56			gpt-4-0125-preview	2024-02-14 22:53:24	Wrong Answer		
1960	Maximum Product of the Length of Two Palindromic Substrings	https://leetcode.com/problems/maximum-product-of-the-length-of-two-palindromic-substrings/	problems/1960-maximum-product-of-the-length-of-two-palindromic-substrings.json	false	Hard	237	41			gpt-4-0125-preview	2024-02-14 22:54:02	Wrong Answer		
1187	Make Array Strictly Increasing	https://leetcode.com/problems/make-array-strictly-increasing/	problems/1187-make-array-strictly-increasing.json	false	Hard	2183	48			gpt-4-0125-preview	2024-02-14 22:54:27	Wrong Answer		
2081	Sum of k-Mirror Numbers	https://leetcode.com/problems/sum-of-k-mirror-numbers/	problems/2081-sum-of-k-mirror-numbers.json	false	Hard	120	147			gpt-4-0125-preview	2024-02-14 22:54:56	Wrong Answer		
2262	Total Appeal of A String	https://leetcode.com/problems/total-appeal-of-a-string/	problems/2262-total-appeal-of-a-string.json	false	Hard	1054	28			gpt-4-0125-preview	2024-02-14 22:55:10	Wrong Answer		
2512	Reward Top K Students	https://leetcode.com/problems/reward-top-k-students/	problems/2512-reward-top-k-students.json	false	Medium	305	71			gpt-4-0125-preview	2024-02-14 22:55:19	Time Limit Exceeded		
1871	Jump Game VII	https://leetcode.com/problems/jump-game-vii/	problems/1871-jump-game-vii.json	false	Medium	1601	97			gpt-4-0125-preview	2024-02-14 22:55:49	Accepted		
2310	Sum of Numbers With Units Digit K	https://leetcode.com/problems/sum-of-numbers-with-units-digit-k/	problems/2310-sum-of-numbers-with-units-digit-k.json	false	Medium	387	321			gpt-4-0125-preview	2024-02-14 22:56:38	Wrong Answer		
18	4Sum	https://leetcode.com/problems/4sum/	problems/18-4sum.json	false	Medium	10928	1328			gpt-4-0125-preview	2024-02-14 22:57:26	Accepted		
452	Minimum Number of Arrows to Burst Balloons	https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons/	problems/452-minimum-number-of-arrows-to-burst-balloons.json	false	Medium	6687	198			gpt-4-0125-preview	2024-02-14 22:57:45	Accepted		
475	Heaters	https://leetcode.com/problems/heaters/	problems/475-heaters.json	false	Medium	2023	1146			gpt-4-0125-preview	2024-02-14 22:57:51	Accepted		
915	Partition Array into Disjoint Intervals	https://leetcode.com/problems/partition-array-into-disjoint-intervals/	problems/915-partition-array-into-disjoint-intervals.json	false	Medium	1621	77			gpt-4-0125-preview	2024-02-14 22:58:08	Accepted		
2216	Minimum Deletions to Make Array Beautiful	https://leetcode.com/problems/minimum-deletions-to-make-array-beautiful/	problems/2216-minimum-deletions-to-make-array-beautiful.json	false	Medium	764	93			gpt-4-0125-preview	2024-02-14 22:58:14	Accepted		
2139	Minimum Moves to Reach Target Score	https://leetcode.com/problems/minimum-moves-to-reach-target-score/	problems/2139-minimum-moves-to-reach-target-score.json	false	Medium	920	22			gpt-4-0125-preview	2024-02-14 22:58:27	Accepted		
2195	Append K Integers With Minimal Sum	https://leetcode.com/problems/append-k-integers-with-minimal-sum/	problems/2195-append-k-integers-with-minimal-sum.json	false	Medium	703	301			gpt-4-0125-preview	2024-02-14 22:58:44	Time Limit Exceeded		
491	Non-decreasing Subsequences	https://leetcode.com/problems/non-decreasing-subsequences/	problems/491-non-decreasing-subsequences.json	false	Medium	3575	228			gpt-4-0125-preview	2024-02-14 22:59:07	Accepted		
1738	Find Kth Largest XOR Coordinate Value	https://leetcode.com/problems/find-kth-largest-xor-coordinate-value/	problems/1738-find-kth-largest-xor-coordinate-value.json	false	Medium	490	74			gpt-4-0125-preview	2024-02-14 22:59:28	Accepted		
2170	Minimum Operations to Make the Array Alternating	https://leetcode.com/problems/minimum-operations-to-make-the-array-alternating/	problems/2170-minimum-operations-to-make-the-array-alternating.json	false	Medium	564	327			gpt-4-0125-preview	2024-02-14 22:59:47	Accepted		
2406	Divide Intervals Into Minimum Number of Groups	https://leetcode.com/problems/divide-intervals-into-minimum-number-of-groups/	problems/2406-divide-intervals-into-minimum-number-of-groups.json	false	Medium	745	10			gpt-4-0125-preview	2024-02-14 23:00:10	Accepted		
1855	Maximum Distance Between a Pair of Values	https://leetcode.com/problems/maximum-distance-between-a-pair-of-values/	problems/1855-maximum-distance-between-a-pair-of-values.json	false	Medium	1167	28			gpt-4-0125-preview	2024-02-14 23:00:21	Accepted		
347	Top K Frequent Elements	https://leetcode.com/problems/top-k-frequent-elements/	problems/347-top-k-frequent-elements.json	false	Medium	16715	617			gpt-4-0125-preview	2024-02-14 23:00:42	Accepted		
1856	Maximum Subarray Min-Product	https://leetcode.com/problems/maximum-subarray-min-product/	problems/1856-maximum-subarray-min-product.json	false	Medium	1381	106			gpt-4-0125-preview	2024-02-14 23:01:16	Accepted		
2289	Steps to Make Array Non-decreasing	https://leetcode.com/problems/steps-to-make-array-non-decreasing/	problems/2289-steps-to-make-array-non-decreasing.json	false	Medium	1280	129			gpt-4-0125-preview	2024-02-14 23:01:55	Wrong Answer		
1946	Largest Number After Mutating Substring	https://leetcode.com/problems/largest-number-after-mutating-substring/	problems/1946-largest-number-after-mutating-substring.json	false	Medium	213	222			gpt-4-0125-preview	2024-02-14 23:02:02	Wrong Answer		
2029	Stone Game IX	https://leetcode.com/problems/stone-game-ix/	problems/2029-stone-game-ix.json	false	Medium	223	267			gpt-4-0125-preview	2024-02-14 23:02:37	Wrong Answer		
791	Custom Sort String	https://leetcode.com/problems/custom-sort-string/	problems/791-custom-sort-string.json	false	Medium	2811	342			gpt-4-0125-preview	2024-02-14 23:03:02	Accepted		
2024	Maximize the Confusion of an Exam	https://leetcode.com/problems/maximize-the-confusion-of-an-exam/	problems/2024-maximize-the-confusion-of-an-exam.json	false	Medium	2789	39			gpt-4-0125-preview	2024-02-14 23:03:27	Accepted		
1696	Jump Game VI	https://leetcode.com/problems/jump-game-vi/	problems/1696-jump-game-vi.json	false	Medium	3349	109			gpt-4-0125-preview	2024-02-14 23:03:38	Accepted		
954	Array of Doubled Pairs	https://leetcode.com/problems/array-of-doubled-pairs/	problems/954-array-of-doubled-pairs.json	false	Medium	1502	149			gpt-4-0125-preview	2024-02-14 23:03:54	Accepted		
1749	Maximum Absolute Sum of Any Subarray	https://leetcode.com/problems/maximum-absolute-sum-of-any-subarray/	problems/1749-maximum-absolute-sum-of-any-subarray.json	false	Medium	1227	18			gpt-4-0125-preview	2024-02-14 23:04:10	Accepted		
1015	Smallest Integer Divisible by K	https://leetcode.com/problems/smallest-integer-divisible-by-k/	problems/1015-smallest-integer-divisible-by-k.json	false	Medium	1124	847			gpt-4-0125-preview	2024-02-14 23:04:34	Accepted		
372	Super Pow	https://leetcode.com/problems/super-pow/	problems/372-super-pow.json	false	Medium	883	1415			gpt-4-0125-preview	2024-02-14 23:04:57	Accepted		
216	Combination Sum III	https://leetcode.com/problems/combination-sum-iii/	problems/216-combination-sum-iii.json	false	Medium	5772	103			gpt-4-0125-preview	2024-02-14 23:05:11	Accepted		
1395	Count Number of Teams	https://leetcode.com/problems/count-number-of-teams/	problems/1395-count-number-of-teams.json	false	Medium	2646	184			gpt-4-0125-preview	2024-02-14 23:05:31	Time Limit Exceeded		
2461	Maximum Sum of Distinct Subarrays With Length K	https://leetcode.com/problems/maximum-sum-of-distinct-subarrays-with-length-k/	problems/2461-maximum-sum-of-distinct-subarrays-with-length-k.json	false	Medium	1170	22			gpt-4-0125-preview	2024-02-14 23:05:43	Time Limit Exceeded		
1049	Last Stone Weight II	https://leetcode.com/problems/last-stone-weight-ii/	problems/1049-last-stone-weight-ii.json	false	Medium	3009	108			gpt-4-0125-preview	2024-02-14 23:05:57	Accepted		
1769	Minimum Number of Operations to Move All Balls to Each Box	https://leetcode.com/problems/minimum-number-of-operations-to-move-all-balls-to-each-box/	problems/1769-minimum-number-of-operations-to-move-all-balls-to-each-box.json	false	Medium	2186	84			gpt-4-0125-preview	2024-02-14 23:06:06	Accepted		
2483	Minimum Penalty for a Shop	https://leetcode.com/problems/minimum-penalty-for-a-shop/	problems/2483-minimum-penalty-for-a-shop.json	false	Medium	1851	96			gpt-4-0125-preview	2024-02-14 23:06:19	Wrong Answer		
2470	Number of Subarrays With LCM Equal to K	https://leetcode.com/problems/number-of-subarrays-with-lcm-equal-to-k/	problems/2470-number-of-subarrays-with-lcm-equal-to-k.json	false	Medium	348	37			gpt-4-0125-preview	2024-02-14 23:06:53	Wrong Answer		
