Id	Title	Url	Path	IsPaidOnly	Difficulty	Likes	Dislikes	ContentFeatures	SnippetFeatures	Model	SolvedAt	StatusMsg	SubmittedAt	
3000	Maximum Area of Longest Diagonal Rectangle	https://leetcode.com/problems/maximum-area-of-longest-diagonal-rectangle/	problems/3000-maximum-area-of-longest-diagonal-rectangle.json	false	Easy	81	11			gemini-1.0-pro	2024-02-21 00:25:55	Wrong Answer		
2913	Subarrays Distinct Element Sum of Squares I	https://leetcode.com/problems/subarrays-distinct-element-sum-of-squares-i/	problems/2913-subarrays-distinct-element-sum-of-squares-i.json	false	Easy	113	16			gemini-1.0-pro	2024-02-21 00:26:09	Wrong Answer		
2748	Number of Beautiful Pairs	https://leetcode.com/problems/number-of-beautiful-pairs/	problems/2748-number-of-beautiful-pairs.json	false	Easy	190	33			gemini-1.0-pro	2024-02-21 00:26:17	Wrong Answer		
2965	Find Missing and Repeated Values	https://leetcode.com/problems/find-missing-and-repeated-values/	problems/2965-find-missing-and-repeated-values.json	false	Easy	132	5			gemini-1.0-pro	2024-02-21 00:26:29	Accepted		
2869	Minimum Operations to Collect Elements	https://leetcode.com/problems/minimum-operations-to-collect-elements/	problems/2869-minimum-operations-to-collect-elements.json	false	Easy	146	14			gemini-1.0-pro	2024-02-21 00:26:41	Wrong Answer		
2765	Longest Alternating Subarray	https://leetcode.com/problems/longest-alternating-subarray/	problems/2765-longest-alternating-subarray.json	false	Easy	193	165			gemini-1.0-pro	2024-02-21 00:26:53	Wrong Answer		
2917	Find the K-or of an Array	https://leetcode.com/problems/find-the-k-or-of-an-array/	problems/2917-find-the-k-or-of-an-array.json	false	Easy	69	245			gemini-1.0-pro	2024-02-21 00:27:00	Accepted		
3019	Number of Changing Keys	https://leetcode.com/problems/number-of-changing-keys/	problems/3019-number-of-changing-keys.json	false	Easy	55	6			gemini-1.0-pro	2024-02-21 00:27:09	Wrong Answer		
2798	Number of Employees Who Met the Target	https://leetcode.com/problems/number-of-employees-who-met-the-target/	problems/2798-number-of-employees-who-met-the-target.json	false	Easy	416	55			gemini-1.0-pro	2024-02-21 00:27:17	Accepted		
2951	Find the Peaks	https://leetcode.com/problems/find-the-peaks/	problems/2951-find-the-peaks.json	false	Easy	117	10			gemini-1.0-pro	2024-02-21 00:27:25	Accepted		
2739	Total Distance Traveled	https://leetcode.com/problems/total-distance-traveled/	problems/2739-total-distance-traveled.json	false	Easy	261	93			gemini-1.0-pro	2024-02-21 00:27:37	Wrong Answer		
2932	Maximum Strong Pair XOR I	https://leetcode.com/problems/maximum-strong-pair-xor-i/	problems/2932-maximum-strong-pair-xor-i.json	false	Easy	100	6			gemini-1.0-pro	2024-02-21 00:27:47	Accepted		
2810	Faulty Keyboard	https://leetcode.com/problems/faulty-keyboard/	problems/2810-faulty-keyboard.json	false	Easy	381	7			gemini-1.0-pro	2024-02-21 00:27:54	Wrong Answer		
2980	Check if Bitwise OR Has Trailing Zeros	https://leetcode.com/problems/check-if-bitwise-or-has-trailing-zeros/	problems/2980-check-if-bitwise-or-has-trailing-zeros.json	false	Easy	84	6			gemini-1.0-pro	2024-02-21 00:28:01	Wrong Answer		
3005	Count Elements With Maximum Frequency	https://leetcode.com/problems/count-elements-with-maximum-frequency/	problems/3005-count-elements-with-maximum-frequency.json	false	Easy	77	7			gemini-1.0-pro	2024-02-21 00:28:12	Wrong Answer		
2729	Check if The Number is Fascinating	https://leetcode.com/problems/check-if-the-number-is-fascinating/	problems/2729-check-if-the-number-is-fascinating.json	false	Easy	217	12			gemini-1.0-pro	2024-02-21 00:28:20	Accepted		
2956	Find Common Elements Between Two Arrays	https://leetcode.com/problems/find-common-elements-between-two-arrays/	problems/2956-find-common-elements-between-two-arrays.json	false	Easy	113	45			gemini-1.0-pro	2024-02-21 00:28:31	Wrong Answer		
2942	Find Words Containing Character	https://leetcode.com/problems/find-words-containing-character/	problems/2942-find-words-containing-character.json	false	Easy	204	11			gemini-1.0-pro	2024-02-21 00:28:37	Accepted		
3013	Divide an Array Into Subarrays With Minimum Cost II	https://leetcode.com/problems/divide-an-array-into-subarrays-with-minimum-cost-ii/	problems/3013-divide-an-array-into-subarrays-with-minimum-cost-ii.json	false	Hard	77	7			gemini-1.0-pro	2024-02-21 00:28:49	Wrong Answer		
2940	Find Building Where Alice and Bob Can Meet	https://leetcode.com/problems/find-building-where-alice-and-bob-can-meet/	problems/2940-find-building-where-alice-and-bob-can-meet.json	false	Hard	189	3			gemini-1.0-pro	2024-02-21 00:29:01	Wrong Answer		
2835	Minimum Operations to Form Subsequence With Target Sum	https://leetcode.com/problems/minimum-operations-to-form-subsequence-with-target-sum/	problems/2835-minimum-operations-to-form-subsequence-with-target-sum.json	false	Hard	514	126			gemini-1.0-pro	2024-02-21 00:29:12	Wrong Answer		
2902	Count of Sub-Multisets With Bounded Sum	https://leetcode.com/problems/count-of-sub-multisets-with-bounded-sum/	problems/2902-count-of-sub-multisets-with-bounded-sum.json	false	Hard	130	20			gemini-1.0-pro	2024-02-21 00:29:22	Wrong Answer		
2827	Number of Beautiful Integers in the Range	https://leetcode.com/problems/number-of-beautiful-integers-in-the-range/	problems/2827-number-of-beautiful-integers-in-the-range.json	false	Hard	328	29			gemini-1.0-pro	2024-02-21 00:29:34	Time Limit Exceeded		
2781	Length of the Longest Valid Substring	https://leetcode.com/problems/length-of-the-longest-valid-substring/	problems/2781-length-of-the-longest-valid-substring.json	false	Hard	479	15			gemini-1.0-pro	2024-02-21 00:29:47	Wrong Answer		
2931	Maximum Spending After Buying Items	https://leetcode.com/problems/maximum-spending-after-buying-items/	problems/2931-maximum-spending-after-buying-items.json	false	Hard	80	26			gemini-1.0-pro	2024-02-21 00:29:59	Wrong Answer		
2763	Sum of Imbalance Numbers of All Subarrays	https://leetcode.com/problems/sum-of-imbalance-numbers-of-all-subarrays/	problems/2763-sum-of-imbalance-numbers-of-all-subarrays.json	false	Hard	290	8			gemini-1.0-pro	2024-02-21 00:30:11	Runtime Error		
2813	Maximum Elegance of a K-Length Subsequence	https://leetcode.com/problems/maximum-elegance-of-a-k-length-subsequence/	problems/2813-maximum-elegance-of-a-k-length-subsequence.json	false	Hard	275	3			gemini-1.0-pro	2024-02-21 00:30:23	Wrong Answer		
2809	Minimum Time to Make Array Sum At Most x	https://leetcode.com/problems/minimum-time-to-make-array-sum-at-most-x/	problems/2809-minimum-time-to-make-array-sum-at-most-x.json	false	Hard	219	11			gemini-1.0-pro	2024-02-21 00:30:33	Wrong Answer		
2977	Minimum Cost to Convert String II	https://leetcode.com/problems/minimum-cost-to-convert-string-ii/	problems/2977-minimum-cost-to-convert-string-ii.json	false	Hard	72	65			gemini-1.0-pro	2024-02-21 00:30:43	Runtime Error		
2897	Apply Operations on Array to Maximize Sum of Squares	https://leetcode.com/problems/apply-operations-on-array-to-maximize-sum-of-squares/	problems/2897-apply-operations-on-array-to-maximize-sum-of-squares.json	false	Hard	166	3			gemini-1.0-pro	2024-02-21 00:30:54	Wrong Answer		
2709	Greatest Common Divisor Traversal	https://leetcode.com/problems/greatest-common-divisor-traversal/	problems/2709-greatest-common-divisor-traversal.json	false	Hard	313	27			gemini-1.0-pro	2024-02-21 00:31:03	Wrong Answer		
2663	Lexicographically Smallest Beautiful String	https://leetcode.com/problems/lexicographically-smallest-beautiful-string/	problems/2663-lexicographically-smallest-beautiful-string.json	false	Hard	182	16			gemini-1.0-pro	2024-02-21 00:31:16	Wrong Answer		
2732	Find a Good Subset of the Matrix	https://leetcode.com/problems/find-a-good-subset-of-the-matrix/	problems/2732-find-a-good-subset-of-the-matrix.json	false	Hard	204	23			gemini-1.0-pro	2024-02-21 00:31:24	Wrong Answer		
2742	Painting the Walls	https://leetcode.com/problems/painting-the-walls/	problems/2742-painting-the-walls.json	false	Hard	1314	75			gemini-1.0-pro	2024-02-21 00:31:35	Wrong Answer		
2801	Count Stepping Numbers in Range	https://leetcode.com/problems/count-stepping-numbers-in-range/	problems/2801-count-stepping-numbers-in-range.json	false	Hard	317	10			gemini-1.0-pro	2024-02-21 00:31:50	Wrong Answer		
2842	Count K-Subsequences of a String With Maximum Beauty	https://leetcode.com/problems/count-k-subsequences-of-a-string-with-maximum-beauty/	problems/2842-count-k-subsequences-of-a-string-with-maximum-beauty.json	false	Hard	305	26			gemini-1.0-pro	2024-02-21 00:32:05	Memory Limit Exceeded		
2968	Apply Operations to Maximize Frequency Score	https://leetcode.com/problems/apply-operations-to-maximize-frequency-score/	problems/2968-apply-operations-to-maximize-frequency-score.json	false	Hard	209	4			gemini-1.0-pro	2024-02-21 00:32:14	Wrong Answer		
3003	Maximize the Number of Partitions After Operations	https://leetcode.com/problems/maximize-the-number-of-partitions-after-operations/	problems/3003-maximize-the-number-of-partitions-after-operations.json	false	Hard	86	21			gemini-1.0-pro	2024-02-21 00:32:25	Wrong Answer		
2935	Maximum Strong Pair XOR II	https://leetcode.com/problems/maximum-strong-pair-xor-ii/	problems/2935-maximum-strong-pair-xor-ii.json	false	Hard	146	1			gemini-1.0-pro	2024-02-21 00:32:36	Wrong Answer		
2736	Maximum Sum Queries	https://leetcode.com/problems/maximum-sum-queries/	problems/2736-maximum-sum-queries.json	false	Hard	304	15			gemini-1.0-pro	2024-02-21 00:32:50	Wrong Answer		
2953	Count Complete Substrings	https://leetcode.com/problems/count-complete-substrings/	problems/2953-count-complete-substrings.json	false	Hard	172	30			gemini-1.0-pro	2024-02-21 00:32:59	Wrong Answer		
2963	Count the Number of Good Partitions	https://leetcode.com/problems/count-the-number-of-good-partitions/	problems/2963-count-the-number-of-good-partitions.json	false	Hard	201	2			gemini-1.0-pro	2024-02-21 00:33:09	Memory Limit Exceeded		
2862	Maximum Element-Sum of a Complete Subset of Indices	https://leetcode.com/problems/maximum-element-sum-of-a-complete-subset-of-indices/	problems/2862-maximum-element-sum-of-a-complete-subset-of-indices.json	false	Hard	163	32			gemini-1.0-pro	2024-02-21 00:33:22	Wrong Answer		
2926	Maximum Balanced Subsequence Sum	https://leetcode.com/problems/maximum-balanced-subsequence-sum/	problems/2926-maximum-balanced-subsequence-sum.json	false	Hard	155	8			gemini-1.0-pro	2024-02-21 00:33:30	Wrong Answer		
2911	Minimum Changes to Make K Semi-palindromes	https://leetcode.com/problems/minimum-changes-to-make-k-semi-palindromes/	problems/2911-minimum-changes-to-make-k-semi-palindromes.json	false	Hard	56	80			gemini-1.0-pro	2024-02-21 00:33:44	Wrong Answer		
2972	Count the Number of Incremovable Subarrays II	https://leetcode.com/problems/count-the-number-of-incremovable-subarrays-ii/	problems/2972-count-the-number-of-incremovable-subarrays-ii.json	false	Hard	168	18			gemini-1.0-pro	2024-02-21 00:33:53	Wrong Answer		
2851	String Transformation	https://leetcode.com/problems/string-transformation/	problems/2851-string-transformation.json	false	Hard	150	23			gemini-1.0-pro	2024-02-21 00:34:05	Wrong Answer		
3022	Minimize OR of Remaining Elements Using Operations	https://leetcode.com/problems/minimize-or-of-remaining-elements-using-operations/	problems/3022-minimize-or-of-remaining-elements-using-operations.json	false	Hard	61	13			gemini-1.0-pro	2024-02-21 00:34:14	Wrong Answer		
2949	Count Beautiful Substrings II	https://leetcode.com/problems/count-beautiful-substrings-ii/	problems/2949-count-beautiful-substrings-ii.json	false	Hard	154	4			gemini-1.0-pro	2024-02-21 00:34:27	Wrong Answer		
2954	Count the Number of Infection Sequences	https://leetcode.com/problems/count-the-number-of-infection-sequences/	problems/2954-count-the-number-of-infection-sequences.json	false	Hard	63	15			gemini-1.0-pro	2024-02-21 00:34:37	Runtime Error		
2945	Find Maximum Non-decreasing Array Length	https://leetcode.com/problems/find-maximum-non-decreasing-array-length/	problems/2945-find-maximum-non-decreasing-array-length.json	false	Hard	112	14			gemini-1.0-pro	2024-02-21 00:34:48	Wrong Answer		
2939	Maximum Xor Product	https://leetcode.com/problems/maximum-xor-product/	problems/2939-maximum-xor-product.json	false	Medium	160	63			gemini-1.0-pro	2024-02-21 00:34:59	Wrong Answer		
2952	Minimum Number of Coins to be Added	https://leetcode.com/problems/minimum-number-of-coins-to-be-added/	problems/2952-minimum-number-of-coins-to-be-added.json	false	Medium	269	47			gemini-1.0-pro	2024-02-21 00:35:07	Wrong Answer		
2997	Minimum Number of Operations to Make Array XOR Equal to K	https://leetcode.com/problems/minimum-number-of-operations-to-make-array-xor-equal-to-k/	problems/2997-minimum-number-of-operations-to-make-array-xor-equal-to-k.json	false	Medium	80	6			gemini-1.0-pro	2024-02-21 00:35:21	Wrong Answer		
2904	Shortest and Lexicographically Smallest Beautiful String	https://leetcode.com/problems/shortest-and-lexicographically-smallest-beautiful-string/	problems/2904-shortest-and-lexicographically-smallest-beautiful-string.json	false	Medium	162	8			gemini-1.0-pro	2024-02-21 00:35:29	Time Limit Exceeded		
2919	Minimum Increment Operations to Make Array Beautiful	https://leetcode.com/problems/minimum-increment-operations-to-make-array-beautiful/	problems/2919-minimum-increment-operations-to-make-array-beautiful.json	false	Medium	279	18			gemini-1.0-pro	2024-02-21 00:35:40	Wrong Answer		
2749	Minimum Operations to Make the Integer Zero	https://leetcode.com/problems/minimum-operations-to-make-the-integer-zero/	problems/2749-minimum-operations-to-make-the-integer-zero.json	false	Medium	268	281			gemini-1.0-pro	2024-02-21 00:35:51	Time Limit Exceeded		
2909	Minimum Sum of Mountain Triplets II	https://leetcode.com/problems/minimum-sum-of-mountain-triplets-ii/	problems/2909-minimum-sum-of-mountain-triplets-ii.json	false	Medium	170	4			gemini-1.0-pro	2024-02-21 00:35:58	Wrong Answer		
2786	Visit Array Positions to Maximize Score	https://leetcode.com/problems/visit-array-positions-to-maximize-score/	problems/2786-visit-array-positions-to-maximize-score.json	false	Medium	454	23			gemini-1.0-pro	2024-02-21 00:36:16	Wrong Answer		
2934	Minimum Operations to Maximize Last Elements in Arrays	https://leetcode.com/problems/minimum-operations-to-maximize-last-elements-in-arrays/	problems/2934-minimum-operations-to-maximize-last-elements-in-arrays.json	false	Medium	163	14			gemini-1.0-pro	2024-02-21 00:36:27	Wrong Answer		
2910	Minimum Number of Groups to Create a Valid Assignment	https://leetcode.com/problems/minimum-number-of-groups-to-create-a-valid-assignment/	problems/2910-minimum-number-of-groups-to-create-a-valid-assignment.json	false	Medium	246	156			gemini-1.0-pro	2024-02-21 00:36:35	Wrong Answer		
2747	Count Zero Request Servers	https://leetcode.com/problems/count-zero-request-servers/	problems/2747-count-zero-request-servers.json	false	Medium	310	31			gemini-1.0-pro	2024-02-21 00:36:48	Runtime Error		
2844	Minimum Operations to Make a Special Number	https://leetcode.com/problems/minimum-operations-to-make-a-special-number/	problems/2844-minimum-operations-to-make-a-special-number.json	false	Medium	328	49			gemini-1.0-pro	2024-02-21 00:36:57	Runtime Error		
3021	Alice and Bob Playing Flower Game	https://leetcode.com/problems/alice-and-bob-playing-flower-game/	problems/3021-alice-and-bob-playing-flower-game.json	false	Medium	68	54			gemini-1.0-pro	2024-02-21 00:37:08	Wrong Answer		
3007	Maximum Number That Sum of the Prices Is Less Than or Equal to K	https://leetcode.com/problems/maximum-number-that-sum-of-the-prices-is-less-than-or-equal-to-k/	problems/3007-maximum-number-that-sum-of-the-prices-is-less-than-or-equal-to-k.json	false	Medium	150	89			gemini-1.0-pro	2024-02-21 00:37:16	Time Limit Exceeded		
2767	Partition String Into Minimum Beautiful Substrings	https://leetcode.com/problems/partition-string-into-minimum-beautiful-substrings/	problems/2767-partition-string-into-minimum-beautiful-substrings.json	false	Medium	317	12			gemini-1.0-pro	2024-02-21 00:37:28	Wrong Answer		
2871	Split Array Into Maximum Number of Subarrays	https://leetcode.com/problems/split-array-into-maximum-number-of-subarrays/	problems/2871-split-array-into-maximum-number-of-subarrays.json	false	Medium	199	28			gemini-1.0-pro	2024-02-21 00:37:41	Wrong Answer		
2944	Minimum Number of Coins for Fruits	https://leetcode.com/problems/minimum-number-of-coins-for-fruits/	problems/2944-minimum-number-of-coins-for-fruits.json	false	Medium	163	29			gemini-1.0-pro	2024-02-21 00:37:52	Wrong Answer		
2961	Double Modular Exponentiation	https://leetcode.com/problems/double-modular-exponentiation/	problems/2961-double-modular-exponentiation.json	false	Medium	95	16			gemini-1.0-pro	2024-02-21 00:38:02	Accepted		
2947	Count Beautiful Substrings I	https://leetcode.com/problems/count-beautiful-substrings-i/	problems/2947-count-beautiful-substrings-i.json	false	Medium	114	10			gemini-1.0-pro	2024-02-21 00:38:14	Accepted		
2679	Sum in a Matrix	https://leetcode.com/problems/sum-in-a-matrix/	problems/2679-sum-in-a-matrix.json	false	Medium	314	55			gemini-1.0-pro	2024-02-21 00:38:24	Wrong Answer		
2800	Shortest String That Contains Three Strings	https://leetcode.com/problems/shortest-string-that-contains-three-strings/	problems/2800-shortest-string-that-contains-three-strings.json	false	Medium	304	249			gemini-1.0-pro	2024-02-21 00:38:35	Wrong Answer		
2958	Length of Longest Subarray With at Most K Frequency	https://leetcode.com/problems/length-of-longest-subarray-with-at-most-k-frequency/	problems/2958-length-of-longest-subarray-with-at-most-k-frequency.json	false	Medium	178	7			gemini-1.0-pro	2024-02-21 00:38:45	Wrong Answer		
2982	Find Longest Special Substring That Occurs Thrice II	https://leetcode.com/problems/find-longest-special-substring-that-occurs-thrice-ii/	problems/2982-find-longest-special-substring-that-occurs-thrice-ii.json	false	Medium	187	21			gemini-1.0-pro	2024-02-21 00:38:54	Wrong Answer		
3012	Minimize Length of Array Using Operations	https://leetcode.com/problems/minimize-length-of-array-using-operations/	problems/3012-minimize-length-of-array-using-operations.json	false	Medium	125	36			gemini-1.0-pro	2024-02-21 00:39:04	Wrong Answer		
2707	Extra Characters in a String	https://leetcode.com/problems/extra-characters-in-a-string/	problems/2707-extra-characters-in-a-string.json	false	Medium	2012	91			gemini-1.0-pro	2024-02-21 00:39:13	Wrong Answer		
2698	Find the Punishment Number of an Integer	https://leetcode.com/problems/find-the-punishment-number-of-an-integer/	problems/2698-find-the-punishment-number-of-an-integer.json	false	Medium	457	28			gemini-1.0-pro	2024-02-21 00:39:23	Wrong Answer		
2817	Minimum Absolute Difference Between Elements With Constraint	https://leetcode.com/problems/minimum-absolute-difference-between-elements-with-constraint/	problems/2817-minimum-absolute-difference-between-elements-with-constraint.json	false	Medium	637	65			gemini-1.0-pro	2024-02-21 00:39:32	Wrong Answer		
2930	Number of Strings Which Can Be Rearranged to Contain Substring	https://leetcode.com/problems/number-of-strings-which-can-be-rearranged-to-contain-substring/	problems/2930-number-of-strings-which-can-be-rearranged-to-contain-substring.json	false	Medium	144	63			gemini-1.0-pro	2024-02-21 00:39:40	Wrong Answer		
2731	Movement of Robots	https://leetcode.com/problems/movement-of-robots/	problems/2731-movement-of-robots.json	false	Medium	466	89			gemini-1.0-pro	2024-02-21 00:39:50	Wrong Answer		
2895	Minimum Processing Time	https://leetcode.com/problems/minimum-processing-time/	problems/2895-minimum-processing-time.json	false	Medium	137	31			gemini-1.0-pro	2024-02-21 00:40:02	Wrong Answer		
3020	Find the Maximum Number of Elements in Subset	https://leetcode.com/problems/find-the-maximum-number-of-elements-in-subset/	problems/3020-find-the-maximum-number-of-elements-in-subset.json	false	Medium	138	29			gemini-1.0-pro	2024-02-21 00:40:13	Wrong Answer		
2901	Longest Unequal Adjacent Groups Subsequence II	https://leetcode.com/problems/longest-unequal-adjacent-groups-subsequence-ii/	problems/2901-longest-unequal-adjacent-groups-subsequence-ii.json	false	Medium	179	19			gemini-1.0-pro	2024-02-21 00:40:27	Runtime Error		
2870	Minimum Number of Operations to Make Array Empty	https://leetcode.com/problems/minimum-number-of-operations-to-make-array-empty/	problems/2870-minimum-number-of-operations-to-make-array-empty.json	false	Medium	1321	60			gemini-1.0-pro	2024-02-21 00:40:36	Wrong Answer		
2829	Determine the Minimum Sum of a k-avoiding Array	https://leetcode.com/problems/determine-the-minimum-sum-of-a-k-avoiding-array/	problems/2829-determine-the-minimum-sum-of-a-k-avoiding-array.json	false	Medium	314	8			gemini-1.0-pro	2024-02-21 00:40:44	Wrong Answer		
