Id	Title	Url	Path	IsPaidOnly	Difficulty	Likes	Dislikes	ContentFeatures	SnippetFeatures	gpt-4-0125-preview Solved At	gpt-4-0125-preview Submitted At	gpt-4-0125-preview Result	gemini-1.0-pro Solved At	gemini-1.0-pro Submitted At	gemini-1.0-pro Result	claude-3-opus-20240229 Solved At	claude-3-opus-20240229 Submitted At	claude-3-opus-20240229 Result	
2875	Minimum Size Subarray in Infinite Array	https://leetcode.com/problems/minimum-size-subarray-in-infinite-array/	problems/minimum-size-subarray-in-infinite-array.json	false	Medium	347	24			2024-03-17 10:57:06		Wrong Answer	2024-03-17 09:53:47		Wrong Answer	2024-03-17 12:44:48		Wrong Answer	
3044	Most Frequent Prime	https://leetcode.com/problems/most-frequent-prime/	problems/most-frequent-prime.json	false	Medium	73	61	img		2024-03-17 10:18:02		Accepted	2024-03-17 09:39:34		Time Limit Exceeded	2024-03-17 11:42:20		Time Limit Exceeded	
2850	Minimum Moves to Spread Stones Over Grid	https://leetcode.com/problems/minimum-moves-to-spread-stones-over-grid/	problems/minimum-moves-to-spread-stones-over-grid.json	false	Medium	466	67	img		2024-03-17 11:08:38		Wrong Answer	2024-03-17 09:56:27		Wrong Answer	2024-03-17 12:54:55		Time Limit Exceeded	
3035	Maximum Palindromes After Operations	https://leetcode.com/problems/maximum-palindromes-after-operations/	problems/maximum-palindromes-after-operations.json	false	Medium	177	8			2024-03-17 10:20:24		Wrong Answer	2024-03-17 09:40:18		Runtime Error	2024-03-17 11:46:32		Runtime Error	
2733	Neither Minimum nor Maximum	https://leetcode.com/problems/neither-minimum-nor-maximum/	problems/neither-minimum-nor-maximum.json	false	Easy	320	15			2024-03-17 11:31:14		Accepted	2024-03-17 10:05:04		Accepted	2024-03-17 13:34:15		Accepted	
2862	Maximum Element-Sum of a Complete Subset of Indices	https://leetcode.com/problems/maximum-element-sum-of-a-complete-subset-of-indices/	problems/maximum-element-sum-of-a-complete-subset-of-indices.json	false	Hard	164	33			2024-03-17 11:05:21		Wrong Answer	2024-03-17 09:54:33		Wrong Answer	2024-03-17 12:50:05		Wrong Answer	
3025	Find the Number of Ways to Place People I	https://leetcode.com/problems/find-the-number-of-ways-to-place-people-i/	problems/find-the-number-of-ways-to-place-people-i.json	false	Medium	36	54	img		2024-03-17 10:23:06		Wrong Answer	2024-03-17 09:41:04		Wrong Answer	2024-03-17 11:50:47		Accepted	
2749	Minimum Operations to Make the Integer Zero	https://leetcode.com/problems/minimum-operations-to-make-the-integer-zero/	problems/minimum-operations-to-make-the-integer-zero.json	false	Medium	270	282			2024-03-17 11:27:44		Time Limit Exceeded	2024-03-17 10:04:05		Time Limit Exceeded	2024-03-17 13:27:49		Wrong Answer	
2765	Longest Alternating Subarray	https://leetcode.com/problems/longest-alternating-subarray/	problems/longest-alternating-subarray.json	false	Easy	200	168			2024-03-17 11:25:10		Wrong Answer	2024-03-17 10:02:26		Wrong Answer	2024-03-17 13:24:02		Wrong Answer	
2874	Maximum Value of an Ordered Triplet II	https://leetcode.com/problems/maximum-value-of-an-ordered-triplet-ii/	problems/maximum-value-of-an-ordered-triplet-ii.json	false	Medium	255	9			2024-03-17 10:57:28		Runtime Error	2024-03-17 09:53:52		Wrong Answer	2024-03-17 12:45:12		Time Limit Exceeded	
3074	Apple Redistribution into Boxes	https://leetcode.com/problems/apple-redistribution-into-boxes/	problems/apple-redistribution-into-boxes.json	false	Easy	56	2			2024-03-17 10:12:32		Accepted	2024-03-17 09:38:31		Wrong Answer	2024-03-17 11:34:51		Accepted	
2895	Minimum Processing Time	https://leetcode.com/problems/minimum-processing-time/	problems/minimum-processing-time.json	false	Medium	143	32			2024-03-17 10:56:02		Wrong Answer	2024-03-17 09:53:36		Wrong Answer	2024-03-17 12:43:31		Wrong Answer	
3076	Shortest Uncommon Substring in an Array	https://leetcode.com/problems/shortest-uncommon-substring-in-an-array/	problems/shortest-uncommon-substring-in-an-array.json	false	Medium	97	8			2024-03-17 10:12:07		Accepted	2024-03-17 09:38:24		Wrong Answer	2024-03-17 11:34:01		Wrong Answer	
3067	Count Pairs of Connectable Servers in a Weighted Tree Network	https://leetcode.com/problems/count-pairs-of-connectable-servers-in-a-weighted-tree-network/	problems/count-pairs-of-connectable-servers-in-a-weighted-tree-network.json	false	Medium	128	17	img		2024-03-17 10:14:24		Wrong Answer	2024-03-17 09:38:59		Wrong Answer	2024-03-17 11:38:22		Wrong Answer	
2786	Visit Array Positions to Maximize Score	https://leetcode.com/problems/visit-array-positions-to-maximize-score/	problems/visit-array-positions-to-maximize-score.json	false	Medium	459	25			2024-03-17 11:21:41		Wrong Answer	2024-03-17 10:00:39		Runtime Error	2024-03-17 13:16:55		Wrong Answer	
2904	Shortest and Lexicographically Smallest Beautiful String	https://leetcode.com/problems/shortest-and-lexicographically-smallest-beautiful-string/	problems/shortest-and-lexicographically-smallest-beautiful-string.json	false	Medium	167	8			2024-03-17 10:53:34		Wrong Answer	2024-03-17 09:51:39		Wrong Answer	2024-03-17 12:39:12		Accepted	
2976	Minimum Cost to Convert String I	https://leetcode.com/problems/minimum-cost-to-convert-string-i/	problems/minimum-cost-to-convert-string-i.json	false	Medium	250	13			2024-03-17 10:33:33		Accepted	2024-03-17 09:44:37		Wrong Answer	2024-03-17 12:07:50		Wrong Answer	
2952	Minimum Number of Coins to be Added	https://leetcode.com/problems/minimum-number-of-coins-to-be-added/	problems/minimum-number-of-coins-to-be-added.json	false	Medium	280	47			2024-03-17 10:40:01		Accepted	2024-03-17 09:48:01		Wrong Answer	2024-03-17 12:18:14		Wrong Answer	
2953	Count Complete Substrings	https://leetcode.com/problems/count-complete-substrings/	problems/count-complete-substrings.json	false	Hard	175	31			2024-03-17 10:39:40		Wrong Answer	2024-03-17 09:47:43		Wrong Answer	2024-03-17 12:17:47		Time Limit Exceeded	
2920	Maximum Points After Collecting Coins From All Nodes	https://leetcode.com/problems/maximum-points-after-collecting-coins-from-all-nodes/	problems/maximum-points-after-collecting-coins-from-all-nodes.json	false	Hard	177	15	img		2024-03-17 10:47:56		Wrong Answer	2024-03-17 09:50:25		Wrong Answer	2024-03-17 12:31:47		Wrong Answer	
2829	Determine the Minimum Sum of a k-avoiding Array	https://leetcode.com/problems/determine-the-minimum-sum-of-a-k-avoiding-array/	problems/determine-the-minimum-sum-of-a-k-avoiding-array.json	false	Medium	316	8			2024-03-17 11:14:23		Wrong Answer	2024-03-17 09:57:32		Wrong Answer	2024-03-17 13:03:30		Wrong Answer	
2876	Count Visited Nodes in a Directed Graph	https://leetcode.com/problems/count-visited-nodes-in-a-directed-graph/	problems/count-visited-nodes-in-a-directed-graph.json	false	Hard	292	5	img		2024-03-17 10:56:35		Time Limit Exceeded	2024-03-17 09:53:44		Wrong Answer	2024-03-17 12:44:20		Time Limit Exceeded	
2864	Maximum Odd Binary Number	https://leetcode.com/problems/maximum-odd-binary-number/	problems/maximum-odd-binary-number.json	false	Easy	720	23			2024-03-17 11:00:26		Accepted	2024-03-17 09:54:29		Wrong Answer	2024-03-17 12:49:38		Wrong Answer	
2770	Maximum Number of Jumps to Reach the Last Index	https://leetcode.com/problems/maximum-number-of-jumps-to-reach-the-last-index/	problems/maximum-number-of-jumps-to-reach-the-last-index.json	false	Medium	393	12			2024-03-17 11:23:47		Accepted	2024-03-17 10:02:07		Wrong Answer	2024-03-17 13:21:19		Accepted	
2833	Furthest Point From Origin	https://leetcode.com/problems/furthest-point-from-origin/	problems/furthest-point-from-origin.json	false	Easy	225	37			2024-03-17 11:13:12		Wrong Answer	2024-03-17 09:57:21		Wrong Answer	2024-03-17 13:02:06		Time Limit Exceeded	
2954	Count the Number of Infection Sequences	https://leetcode.com/problems/count-the-number-of-infection-sequences/	problems/count-the-number-of-infection-sequences.json	false	Hard	66	15			2024-03-17 10:39:17		Wrong Answer	2024-03-17 09:47:25		Wrong Answer	2024-03-17 12:17:07		Wrong Answer	
2959	Number of Possible Sets of Closing Branches	https://leetcode.com/problems/number-of-possible-sets-of-closing-branches/	problems/number-of-possible-sets-of-closing-branches.json	false	Hard	134	10	img		2024-03-17 10:38:19		Wrong Answer	2024-03-17 09:46:26		Wrong Answer	2024-03-17 12:15:21		Accepted	
2900	Longest Unequal Adjacent Groups Subsequence I	https://leetcode.com/problems/longest-unequal-adjacent-groups-subsequence-i/	problems/longest-unequal-adjacent-groups-subsequence-i.json	false	Easy	129	49			2024-03-17 10:54:48		Wrong Answer	2024-03-17 09:52:45		Accepted	2024-03-17 12:41:14		Accepted	
2973	Find Number of Coins to Place in Tree Nodes	https://leetcode.com/problems/find-number-of-coins-to-place-in-tree-nodes/	problems/find-number-of-coins-to-place-in-tree-nodes.json	false	Hard	139	11	img		2024-03-17 10:34:21		Wrong Answer	2024-03-17 09:45:08		Wrong Answer	2024-03-17 12:09:19		Wrong Answer	
3021	Alice and Bob Playing Flower Game	https://leetcode.com/problems/alice-and-bob-playing-flower-game/	problems/alice-and-bob-playing-flower-game.json	false	Medium	81	62			2024-03-17 10:24:06		Wrong Answer	2024-03-17 09:41:14		Wrong Answer	2024-03-17 11:52:24		Runtime Error	
2928	Distribute Candies Among Children I	https://leetcode.com/problems/distribute-candies-among-children-i/	problems/distribute-candies-among-children-i.json	false	Easy	81	41			2024-03-17 10:46:30		Accepted	2024-03-17 09:49:35		Wrong Answer	2024-03-17 12:28:55		Accepted	
2789	Largest Element in an Array after Merge Operations	https://leetcode.com/problems/largest-element-in-an-array-after-merge-operations/	problems/largest-element-in-an-array-after-merge-operations.json	false	Medium	444	29			2024-03-17 11:20:49		Wrong Answer	2024-03-17 10:00:26		Wrong Answer	2024-03-17 13:15:27		Wrong Answer	
2780	Minimum Index of a Valid Split	https://leetcode.com/problems/minimum-index-of-a-valid-split/	problems/minimum-index-of-a-valid-split.json	false	Medium	315	11			2024-03-17 11:22:22		Accepted	2024-03-17 10:01:21		Wrong Answer	2024-03-17 13:18:55		Wrong Answer	
2940	Find Building Where Alice and Bob Can Meet	https://leetcode.com/problems/find-building-where-alice-and-bob-can-meet/	problems/find-building-where-alice-and-bob-can-meet.json	false	Hard	208	3			2024-03-17 10:42:56		Wrong Answer	2024-03-17 09:48:51		Wrong Answer	2024-03-17 12:23:07		Wrong Answer	
2925	Maximum Score After Applying Operations on a Tree	https://leetcode.com/problems/maximum-score-after-applying-operations-on-a-tree/	problems/maximum-score-after-applying-operations-on-a-tree.json	false	Medium	281	58	img		2024-03-17 10:47:13		Wrong Answer	2024-03-17 09:49:55		Wrong Answer	2024-03-17 12:30:03		Wrong Answer	
3068	Find the Maximum Sum of Node Values	https://leetcode.com/problems/find-the-maximum-sum-of-node-values/	problems/find-the-maximum-sum-of-node-values.json	false	Hard	75	12	img		2024-03-17 10:14:00		Wrong Answer	2024-03-17 09:38:55		Wrong Answer	2024-03-17 11:37:39		Wrong Answer	
2965	Find Missing and Repeated Values	https://leetcode.com/problems/find-missing-and-repeated-values/	problems/find-missing-and-repeated-values.json	false	Easy	157	7			2024-03-17 10:37:01		Accepted	2024-03-17 09:46:07		Runtime Error	2024-03-17 12:12:47		Accepted	
3027	Find the Number of Ways to Place People II	https://leetcode.com/problems/find-the-number-of-ways-to-place-people-ii/	problems/find-the-number-of-ways-to-place-people-ii.json	false	Hard	79	14	img		2024-03-17 10:22:21		Wrong Answer	2024-03-17 09:40:54		Wrong Answer	2024-03-17 11:49:51		Wrong Answer	
3006	Find Beautiful Indices in the Given Array I	https://leetcode.com/problems/find-beautiful-indices-in-the-given-array-i/	problems/find-beautiful-indices-in-the-given-array-i.json	false	Medium	132	26			2024-03-17 10:28:15		Accepted	2024-03-17 09:42:19		Time Limit Exceeded	2024-03-17 12:00:12		Accepted	
3047	Find the Largest Area of Square Inside Two Rectangles	https://leetcode.com/problems/find-the-largest-area-of-square-inside-two-rectangles/	problems/find-the-largest-area-of-square-inside-two-rectangles.json	false	Medium	87	39	img		2024-03-17 10:16:10		Accepted	2024-03-17 09:39:21		Wrong Answer	2024-03-17 11:40:43		Accepted	
3070	Count Submatrices with Top-Left Element and Sum Less Than k	https://leetcode.com/problems/count-submatrices-with-top-left-element-and-sum-less-than-k/	problems/count-submatrices-with-top-left-element-and-sum-less-than-k.json	false	Medium	110	4	img		2024-03-17 10:13:29		Accepted	2024-03-17 09:38:46		Runtime Error	2024-03-17 11:36:38		Wrong Answer	
3080	Mark Elements on Array by Performing Queries	https://leetcode.com/problems/mark-elements-on-array-by-performing-queries/	problems/mark-elements-on-array-by-performing-queries.json	false	Medium	32	6			2024-03-17 09:36:33		Time Limit Exceeded	2024-03-17 09:38:04		Wrong Answer	2024-03-17 09:34:16		Time Limit Exceeded	
3075	Maximize Happiness of Selected Children	https://leetcode.com/problems/maximize-happiness-of-selected-children/	problems/maximize-happiness-of-selected-children.json	false	Medium	55	6			2024-03-17 10:12:21		Accepted	2024-03-17 09:38:27		Wrong Answer	2024-03-17 11:34:26		Wrong Answer	
3022	Minimize OR of Remaining Elements Using Operations	https://leetcode.com/problems/minimize-or-of-remaining-elements-using-operations/	problems/minimize-or-of-remaining-elements-using-operations.json	false	Hard	75	14			2024-03-17 10:23:52		Wrong Answer	2024-03-17 09:41:11		Wrong Answer	2024-03-17 11:51:47		Wrong Answer	
2916	Subarrays Distinct Element Sum of Squares II	https://leetcode.com/problems/subarrays-distinct-element-sum-of-squares-ii/	problems/subarrays-distinct-element-sum-of-squares-ii.json	false	Hard	131	8			2024-03-17 10:49:31		Wrong Answer	2024-03-17 09:50:59		Wrong Answer	2024-03-17 12:33:51		Wrong Answer	
3082	Find the Sum of the Power of All Subsequences	https://leetcode.com/problems/find-the-sum-of-the-power-of-all-subsequences/	problems/find-the-sum-of-the-power-of-all-subsequences.json	false	Hard	35	1			2024-03-17 09:35:51		Wrong Answer	2024-03-17 09:37:56		Wrong Answer	2024-03-17 09:30:20		Wrong Answer	
2769	Find the Maximum Achievable Number	https://leetcode.com/problems/find-the-maximum-achievable-number/	problems/find-the-maximum-achievable-number.json	false	Easy	282	384			2024-03-17 11:23:56		Wrong Answer	2024-03-17 10:02:10		Wrong Answer	2024-03-17 13:21:55		Wrong Answer	
2816	Double a Number Represented as a Linked List	https://leetcode.com/problems/double-a-number-represented-as-a-linked-list/	problems/double-a-number-represented-as-a-linked-list.json	false	Medium	462	6	img		2024-03-17 11:16:14		Runtime Error	2024-03-17 09:59:20		Wrong Answer	2024-03-17 13:07:25		Accepted	
2813	Maximum Elegance of a K-Length Subsequence	https://leetcode.com/problems/maximum-elegance-of-a-k-length-subsequence/	problems/maximum-elegance-of-a-k-length-subsequence.json	false	Hard	281	3			2024-03-17 11:16:54		Wrong Answer	2024-03-17 09:59:31		Wrong Answer	2024-03-17 13:08:30		Wrong Answer	
2975	Maximum Square Area by Removing Fences From a Field	https://leetcode.com/problems/maximum-square-area-by-removing-fences-from-a-field/	problems/maximum-square-area-by-removing-fences-from-a-field.json	false	Medium	126	114	img		2024-03-17 10:33:46		Wrong Answer	2024-03-17 09:44:41		Wrong Answer	2024-03-17 12:08:19		Wrong Answer	
2944	Minimum Number of Coins for Fruits	https://leetcode.com/problems/minimum-number-of-coins-for-fruits/	problems/minimum-number-of-coins-for-fruits.json	false	Medium	178	34			2024-03-17 10:42:06		Wrong Answer	2024-03-17 09:48:39		Wrong Answer	2024-03-17 12:21:46		Wrong Answer	
3014	Minimum Number of Pushes to Type Word I	https://leetcode.com/problems/minimum-number-of-pushes-to-type-word-i/	problems/minimum-number-of-pushes-to-type-word-i.json	false	Easy	93	20	img		2024-03-17 10:26:02		Wrong Answer	2024-03-17 09:41:40		Wrong Answer	2024-03-17 11:55:34		Wrong Answer	
3046	Split the Array	https://leetcode.com/problems/split-the-array/	problems/split-the-array.json	false	Easy	71	6			2024-03-17 10:16:30		Accepted	2024-03-17 09:39:25		Wrong Answer	2024-03-17 11:41:11		Accepted	
2806	Account Balance After Rounded Purchase	https://leetcode.com/problems/account-balance-after-rounded-purchase/	problems/account-balance-after-rounded-purchase.json	false	Easy	187	41			2024-03-17 11:19:06		Wrong Answer	2024-03-17 09:59:58		Wrong Answer	2024-03-17 13:12:03		Wrong Answer	
3017	Count the Number of Houses at a Certain Distance II	https://leetcode.com/problems/count-the-number-of-houses-at-a-certain-distance-ii/	problems/count-the-number-of-houses-at-a-certain-distance-ii.json	false	Hard	66	21	img		2024-03-17 10:24:53		Wrong Answer	2024-03-17 09:41:26		Wrong Answer	2024-03-17 11:54:03		Wrong Answer	
2963	Count the Number of Good Partitions	https://leetcode.com/problems/count-the-number-of-good-partitions/	problems/count-the-number-of-good-partitions.json	false	Hard	212	3			2024-03-17 10:37:17		Wrong Answer	2024-03-17 09:46:11		Wrong Answer	2024-03-17 12:13:22		Wrong Answer	
2903	Find Indices With Index and Value Difference I	https://leetcode.com/problems/find-indices-with-index-and-value-difference-i/	problems/find-indices-with-index-and-value-difference-i.json	false	Easy	119	12			2024-03-17 10:53:42		Accepted	2024-03-17 09:51:42		Accepted	2024-03-17 12:39:37		Accepted	
2811	Check if it is Possible to Split Array	https://leetcode.com/problems/check-if-it-is-possible-to-split-array/	problems/check-if-it-is-possible-to-split-array.json	false	Medium	439	86			2024-03-17 11:17:50		Wrong Answer	2024-03-17 09:59:40		Wrong Answer	2024-03-17 13:09:39		Wrong Answer	
2824	Count Pairs Whose Sum is Less than Target	https://leetcode.com/problems/count-pairs-whose-sum-is-less-than-target/	problems/count-pairs-whose-sum-is-less-than-target.json	false	Easy	477	44			2024-03-17 11:15:21		Accepted	2024-03-17 09:58:32		Accepted	2024-03-17 13:05:44		Accepted	
3030	Find the Grid of Region Average	https://leetcode.com/problems/find-the-grid-of-region-average/	problems/find-the-grid-of-region-average.json	false	Medium	42	103	img		2024-03-17 10:21:39		Wrong Answer	2024-03-17 09:40:43		Wrong Answer	2024-03-17 11:48:38		Wrong Answer	
2739	Total Distance Traveled	https://leetcode.com/problems/total-distance-traveled/	problems/total-distance-traveled.json	false	Easy	264	94			2024-03-17 11:30:14		Wrong Answer	2024-03-17 10:04:49		Wrong Answer	2024-03-17 13:32:20		Wrong Answer	
2905	Find Indices With Index and Value Difference II	https://leetcode.com/problems/find-indices-with-index-and-value-difference-ii/	problems/find-indices-with-index-and-value-difference-ii.json	false	Medium	242	10			2024-03-17 10:52:59		Wrong Answer	2024-03-17 09:51:35		Time Limit Exceeded	2024-03-17 12:38:40		Time Limit Exceeded	
2858	Minimum Edge Reversals So Every Node Is Reachable	https://leetcode.com/problems/minimum-edge-reversals-so-every-node-is-reachable/	problems/minimum-edge-reversals-so-every-node-is-reachable.json	false	Hard	265	3	img		2024-03-17 11:06:37		Wrong Answer	2024-03-17 09:55:19		Wrong Answer	2024-03-17 12:52:28		Wrong Answer	
2778	Sum of Squares of Special Elements 	https://leetcode.com/problems/sum-of-squares-of-special-elements/	problems/sum-of-squares-of-special-elements.json	false	Easy	248	87			2024-03-17 11:22:48		Accepted	2024-03-17 10:01:40		Accepted	2024-03-17 13:19:50		Accepted	
3010	Divide an Array Into Subarrays With Minimum Cost I	https://leetcode.com/problems/divide-an-array-into-subarrays-with-minimum-cost-i/	problems/divide-an-array-into-subarrays-with-minimum-cost-i.json	false	Easy	73	4			2024-03-17 10:27:26		Accepted	2024-03-17 09:42:02		Runtime Error	2024-03-17 11:58:02		Wrong Answer	
2734	Lexicographically Smallest String After Substring Operation	https://leetcode.com/problems/lexicographically-smallest-string-after-substring-operation/	problems/lexicographically-smallest-string-after-substring-operation.json	false	Medium	210	178			2024-03-17 11:31:05		Wrong Answer	2024-03-17 10:05:01		Wrong Answer	2024-03-17 13:33:52		Wrong Answer	
2741	Special Permutations	https://leetcode.com/problems/special-permutations/	problems/special-permutations.json	false	Medium	537	60			2024-03-17 11:29:52		Accepted	2024-03-17 10:04:43		Runtime Error	2024-03-17 13:31:26		Time Limit Exceeded	
2867	Count Valid Paths in a Tree	https://leetcode.com/problems/count-valid-paths-in-a-tree/	problems/count-valid-paths-in-a-tree.json	false	Hard	225	6	img		2024-03-17 10:59:28		Wrong Answer	2024-03-17 09:54:17		Wrong Answer	2024-03-17 12:48:14		Runtime Error	
2761	Prime Pairs With Target Sum	https://leetcode.com/problems/prime-pairs-with-target-sum/	problems/prime-pairs-with-target-sum.json	false	Medium	343	32			2024-03-17 11:25:56		Time Limit Exceeded				2024-03-17 13:25:34		Accepted	
2870	Minimum Number of Operations to Make Array Empty	https://leetcode.com/problems/minimum-number-of-operations-to-make-array-empty/	problems/minimum-number-of-operations-to-make-array-empty.json	false	Medium	1330	61			2024-03-17 10:58:47		Accepted	2024-03-17 09:54:09		Wrong Answer	2024-03-17 12:47:19		Accepted	
2736	Maximum Sum Queries	https://leetcode.com/problems/maximum-sum-queries/	problems/maximum-sum-queries.json	false	Hard	311	15			2024-03-17 11:30:26		Time Limit Exceeded	2024-03-17 10:04:53		Wrong Answer	2024-03-17 13:32:50		Wrong Answer	
2842	Count K-Subsequences of a String With Maximum Beauty	https://leetcode.com/problems/count-k-subsequences-of-a-string-with-maximum-beauty/	problems/count-k-subsequences-of-a-string-with-maximum-beauty.json	false	Hard	310	30			2024-03-17 11:11:26		Wrong Answer	2024-03-17 09:56:55		Wrong Answer	2024-03-17 12:58:36		Wrong Answer	
2766	Relocate Marbles	https://leetcode.com/problems/relocate-marbles/	problems/relocate-marbles.json	false	Medium	183	14			2024-03-17 11:24:55		Accepted	2024-03-17 10:02:22		Runtime Error	2024-03-17 13:23:27		Accepted	
2830	Maximize the Profit as the Salesman	https://leetcode.com/problems/maximize-the-profit-as-the-salesman/	problems/maximize-the-profit-as-the-salesman.json	false	Medium	632	21			2024-03-17 11:14:06		Wrong Answer	2024-03-17 09:57:29		Wrong Answer	2024-03-17 13:03:02		Accepted	
3042	Count Prefix and Suffix Pairs I	https://leetcode.com/problems/count-prefix-and-suffix-pairs-i/	problems/count-prefix-and-suffix-pairs-i.json	false	Easy	74	0			2024-03-17 10:18:31		Accepted	2024-03-17 09:39:41		Accepted	2024-03-17 11:43:27		Accepted	
3003	Maximize the Number of Partitions After Operations	https://leetcode.com/problems/maximize-the-number-of-partitions-after-operations/	problems/maximize-the-number-of-partitions-after-operations.json	false	Hard	88	21			2024-03-17 10:28:58		Runtime Error	2024-03-17 09:42:30		Wrong Answer	2024-03-17 12:01:12		Time Limit Exceeded	
3019	Number of Changing Keys	https://leetcode.com/problems/number-of-changing-keys/	problems/number-of-changing-keys.json	false	Easy	72	8			2024-03-17 10:24:33		Accepted	2024-03-17 09:41:22		Accepted	2024-03-17 11:53:31		Accepted	
2844	Minimum Operations to Make a Special Number	https://leetcode.com/problems/minimum-operations-to-make-a-special-number/	problems/minimum-operations-to-make-a-special-number.json	false	Medium	331	49			2024-03-17 11:10:05		Wrong Answer	2024-03-17 09:56:46		Wrong Answer	2024-03-17 12:57:29		Wrong Answer	
2931	Maximum Spending After Buying Items	https://leetcode.com/problems/maximum-spending-after-buying-items/	problems/maximum-spending-after-buying-items.json	false	Hard	82	26			2024-03-17 10:45:20		Wrong Answer	2024-03-17 09:49:25		Wrong Answer	2024-03-17 12:27:16		Accepted	
2869	Minimum Operations to Collect Elements	https://leetcode.com/problems/minimum-operations-to-collect-elements/	problems/minimum-operations-to-collect-elements.json	false	Easy	152	15			2024-03-17 10:59:05		Wrong Answer	2024-03-17 09:54:12		Wrong Answer	2024-03-17 12:47:38		Accepted	
2835	Minimum Operations to Form Subsequence With Target Sum	https://leetcode.com/problems/minimum-operations-to-form-subsequence-with-target-sum/	problems/minimum-operations-to-form-subsequence-with-target-sum.json	false	Hard	515	126			2024-03-17 11:12:44		Wrong Answer	2024-03-17 09:57:14		Wrong Answer	2024-03-17 13:01:03		Wrong Answer	
3036	Number of Subarrays That Match a Pattern II	https://leetcode.com/problems/number-of-subarrays-that-match-a-pattern-ii/	problems/number-of-subarrays-that-match-a-pattern-ii.json	false	Hard	119	5			2024-03-17 10:20:11		Time Limit Exceeded	2024-03-17 09:40:12		Wrong Answer	2024-03-17 11:45:55		Time Limit Exceeded	
2934	Minimum Operations to Maximize Last Elements in Arrays	https://leetcode.com/problems/minimum-operations-to-maximize-last-elements-in-arrays/	problems/minimum-operations-to-maximize-last-elements-in-arrays.json	false	Medium	170	15			2024-03-17 10:44:34		Wrong Answer	2024-03-17 09:49:13		Wrong Answer	2024-03-17 12:25:45		Wrong Answer	
2808	Minimum Seconds to Equalize a Circular Array	https://leetcode.com/problems/minimum-seconds-to-equalize-a-circular-array/	problems/minimum-seconds-to-equalize-a-circular-array.json	false	Medium	501	29			2024-03-17 11:18:42		Wrong Answer	2024-03-17 09:59:51		Wrong Answer	2024-03-17 13:11:07		Wrong Answer	
2970	Count the Number of Incremovable Subarrays I	https://leetcode.com/problems/count-the-number-of-incremovable-subarrays-i/	problems/count-the-number-of-incremovable-subarrays-i.json	false	Easy	121	76			2024-03-17 10:35:28		Accepted	2024-03-17 09:45:37		Wrong Answer	2024-03-17 12:10:46		Accepted	
3016	Minimum Number of Pushes to Type Word II	https://leetcode.com/problems/minimum-number-of-pushes-to-type-word-ii/	problems/minimum-number-of-pushes-to-type-word-ii.json	false	Medium	121	4	img		2024-03-17 10:25:05		Accepted	2024-03-17 09:41:31		Wrong Answer	2024-03-17 11:54:33		Wrong Answer	
2798	Number of Employees Who Met the Target	https://leetcode.com/problems/number-of-employees-who-met-the-target/	problems/number-of-employees-who-met-the-target.json	false	Easy	436	57			2024-03-17 11:20:07		Accepted	2024-03-17 10:00:14		Accepted	2024-03-17 13:13:58		Accepted	
3033	Modify the Matrix	https://leetcode.com/problems/modify-the-matrix/	problems/modify-the-matrix.json	false	Easy	80	2	img		2024-03-17 10:20:56		Accepted	2024-03-17 09:40:30		Accepted	2024-03-17 11:47:30		Accepted	
2926	Maximum Balanced Subsequence Sum	https://leetcode.com/problems/maximum-balanced-subsequence-sum/	problems/maximum-balanced-subsequence-sum.json	false	Hard	167	8			2024-03-17 10:46:43		Wrong Answer	2024-03-17 09:49:39		Time Limit Exceeded	2024-03-17 12:29:27		Time Limit Exceeded	
3026	Maximum Good Subarray Sum	https://leetcode.com/problems/maximum-good-subarray-sum/	problems/maximum-good-subarray-sum.json	false	Medium	237	12			2024-03-17 10:22:39		Wrong Answer	2024-03-17 09:40:59		Wrong Answer	2024-03-17 11:50:17		Wrong Answer	
2762	Continuous Subarrays	https://leetcode.com/problems/continuous-subarrays/	problems/continuous-subarrays.json	false	Medium	647	19			2024-03-17 11:25:42		Time Limit Exceeded	2024-03-17 10:02:33		Wrong Answer	2024-03-17 13:25:03		Time Limit Exceeded	
2932	Maximum Strong Pair XOR I	https://leetcode.com/problems/maximum-strong-pair-xor-i/	problems/maximum-strong-pair-xor-i.json	false	Easy	107	9			2024-03-17 10:45:09		Accepted	2024-03-17 09:49:21		Accepted	2024-03-17 12:26:42		Accepted	
2827	Number of Beautiful Integers in the Range	https://leetcode.com/problems/number-of-beautiful-integers-in-the-range/	problems/number-of-beautiful-integers-in-the-range.json	false	Hard	336	34			2024-03-17 11:14:38		Time Limit Exceeded	2024-03-17 09:57:39		Time Limit Exceeded	2024-03-17 13:04:23		Time Limit Exceeded	
2937	Make Three Strings Equal	https://leetcode.com/problems/make-three-strings-equal/	problems/make-three-strings-equal.json	false	Easy	134	32			2024-03-17 10:43:48		Accepted	2024-03-17 09:49:05		Runtime Error	2024-03-17 12:24:40		Wrong Answer	
2788	Split Strings by Separator	https://leetcode.com/problems/split-strings-by-separator/	problems/split-strings-by-separator.json	false	Easy	294	7			2024-03-17 11:20:59		Accepted	2024-03-17 10:00:29		Accepted	2024-03-17 13:15:55		Accepted	
